epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,4592.81,0.14663,3.22962,0.91576,0.30082,0.36258,0.29381,0.29167,0.11762,2.05728,0.24339,0.00333263,0.00333263,0.00333263
2,6410.92,0.14911,2.39168,0.89736,0.45648,0.47797,0.46635,0.46337,0.10484,1.61662,0.21859,0.006336,0.006336,0.006336
